date;year;length;weight;stage;age;trap count;total count;;;;;;
13-07-2015;2015;60.27;0.100;6;0;NA;NA;;;;;;
13-07-2015;2015;59.93;0.150;7;0;NA;NA;;;;;;
13-07-2015;2015;59.94;0.190;7;0;NA;NA;;;;;;
13-07-2015;2015;62.89;0.160;7;0;NA;NA;;;;;;
13-07-2015;2015;53.86;0.090;7;0;NA;NA;;;;;;
13-07-2015;2015;50.59;0.070;6;0;NA;NA;;;;;;
13-07-2015;2015;62.64;0.170;7;0;NA;NA;;;;;;
13-07-2015;2015;59.95;0.130;7;0;NA;NA;;;;;;
13-07-2015;2015;59.61;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;56.94;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;55.90;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;60.47;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;53.93;0.090;7;0;NA;NA;;;;;;
13-07-2015;2015;60.77;0.130;7;0;NA;NA;;;;;;
13-07-2015;2015;55.26;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;62.70;0.150;7;0;NA;NA;;;;;;
13-07-2015;2015;63.96;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;59.03;0.180;7;0;NA;NA;;;;;;
13-07-2015;2015;59.58;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;57.17;0.130;7;0;NA;NA;;;;;;
13-07-2015;2015;58.09;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;59.58;0.120;6;0;NA;NA;;;;;;
13-07-2015;2015;60.89;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;51.77;0.090;7;0;NA;NA;;;;;;
13-07-2015;2015;62.02;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;55.08;0.080;6;0;NA;NA;;;;;;
13-07-2015;2015;58.13;0.130;7;0;NA;NA;;;;;;
13-07-2015;2015;58.34;0.180;7;0;NA;NA;;;;;;
13-07-2015;2015;61.46;0.160;7;0;NA;NA;;;;;;
13-07-2015;2015;60.69;0.170;7;0;NA;NA;;;;;;
13-07-2015;2015;54.31;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;58.99;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;54.61;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;58.73;0.100;6;0;NA;NA;;;;;;
13-07-2015;2015;62.69;0.150;7;0;NA;NA;;;;;;
13-07-2015;2015;60.01;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;50.42;0.160;7;0;NA;NA;;;;;;
13-07-2015;2015;60.35;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;61.83;0.130;6;0;NA;NA;;;;;;
13-07-2015;2015;57.98;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;55.47;0.090;6;0;NA;NA;;;;;;
13-07-2015;2015;55.40;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;60.23;0.110;7;0;NA;NA;;;;;;
13-07-2015;2015;56.01;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;54.30;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;63.68;0.170;6;0;NA;NA;;;;;;
13-07-2015;2015;61.68;0.130;6;0;NA;NA;;;;;;
13-07-2015;2015;50.49;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;54.36;0.100;6;0;NA;NA;;;;;;
13-07-2015;2015;53.16;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;59.51;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;64.48;0.160;7;0;NA;NA;;;;;;
13-07-2015;2015;52.15;0.090;6;0;NA;NA;;;;;;
13-07-2015;2015;56.96;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;51.06;0.080;7;0;NA;NA;;;;;;
13-07-2015;2015;63.56;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;60.87;0.150;7;0;NA;NA;;;;;;
13-07-2015;2015;62.49;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;60.27;0.120;6;0;NA;NA;;;;;;
13-07-2015;2015;57.45;0.110;7;0;NA;NA;;;;;;
13-07-2015;2015;64.05;0.130;6;0;NA;NA;;;;;;
13-07-2015;2015;65.66;0.160;6;0;NA;NA;;;;;;
13-07-2015;2015;57.22;0.110;7;0;NA;NA;;;;;;
13-07-2015;2015;58.86;0.110;7;0;NA;NA;;;;;;
13-07-2015;2015;60.66;0.140;6;0;NA;NA;;;;;;
13-07-2015;2015;58.40;0.120;6;0;NA;NA;;;;;;
13-07-2015;2015;55.68;0.090;6;0;NA;NA;;;;;;
13-07-2015;2015;52.46;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;60.19;0.170;7;0;NA;NA;;;;;;
13-07-2015;2015;60.90;0.130;7;0;NA;NA;;;;;;
13-07-2015;2015;62.70;0.190;6;0;NA;NA;;;;;;
13-07-2015;2015;55.30;0.100;6;0;NA;NA;;;;;;
13-07-2015;2015;52.59;0.080;7;0;NA;NA;;;;;;
13-07-2015;2015;56.95;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;58.22;0.120;6;0;NA;NA;;;;;;
13-07-2015;2015;66.56;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;54.52;0.110;6;0;NA;NA;;;;;;
13-07-2015;2015;61.85;0.180;6;0;NA;NA;;;;;;
13-07-2015;2015;53.57;0.080;6;0;NA;NA;;;;;;
13-07-2015;2015;56.91;0.090;6;0;NA;NA;;;;;;
13-07-2015;2015;53.94;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;58.78;0.130;7;0;NA;NA;;;;;;
13-07-2015;2015;58.23;0.120;6;0;NA;NA;;;;;;
13-07-2015;2015;55.71;0.080;7;0;NA;NA;;;;;;
13-07-2015;2015;61.62;0.160;7;0;NA;NA;;;;;;
13-07-2015;2015;62.65;0.140;7;0;NA;NA;;;;;;
13-07-2015;2015;52.84;0.100;6;0;NA;NA;;;;;;
13-07-2015;2015;57.09;0.100;6;0;NA;NA;;;;;;
13-07-2015;2015;56.29;0.110;7;0;NA;NA;;;;;;
13-07-2015;2015;57.00;0.120;7;0;NA;NA;;;;;;
13-07-2015;2015;56.69;0.100;7;0;NA;NA;;;;;;
13-07-2015;2015;61.04;0.150;6;0;NA;NA;;;;;;
15-07-2015;2015;59.31;0.190;NA;0;NA;NA;;;;;;
15-07-2015;2015;65.89;0.190;7;0;NA;NA;;;;;;
15-07-2015;2015;57.92;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;60.97;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;62.89;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;59.14;0.080;6;0;NA;NA;;;;;;
15-07-2015;2015;58.93;0.160;7;0;NA;NA;;;;;;
15-07-2015;2015;55.88;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;49.63;0.080;7;0;NA;NA;;;;;;
15-07-2015;2015;55.87;0.090;6;0;NA;NA;;;;;;
15-07-2015;2015;57.43;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;56.47;0.090;7;0;NA;NA;;;;;;
15-07-2015;2015;55.29;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;63.99;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;62.65;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;47.36;0.070;7;0;NA;NA;;;;;;
15-07-2015;2015;54.16;0.070;6;0;NA;NA;;;;;;
15-07-2015;2015;57.72;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;60.85;0.110;7;0;NA;NA;;;;;;
15-07-2015;2015;57.59;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;51.70;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;59.66;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;54.27;0.060;7;0;NA;NA;;;;;;
15-07-2015;2015;54.80;0.090;7;0;NA;NA;;;;;;
15-07-2015;2015;60.40;0.110;7;0;NA;NA;;;;;;
15-07-2015;2015;57.91;0.170;6;0;NA;NA;;;;;;
15-07-2015;2015;55.04;0.130;6;0;NA;NA;;;;;;
15-07-2015;2015;57.88;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;66.49;0.170;7;0;NA;NA;;;;;;
15-07-2015;2015;54.35;0.090;6;0;NA;NA;;;;;;
15-07-2015;2015;61.83;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;59.45;0.090;7;0;NA;NA;;;;;;
15-07-2015;2015;56.68;0.090;6;0;NA;NA;;;;;;
15-07-2015;2015;51.11;0.080;6;0;NA;NA;;;;;;
15-07-2015;2015;64.53;0.150;7;0;NA;NA;;;;;;
15-07-2015;2015;62.06;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;58.28;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;62.65;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;51.88;0.080;7;0;NA;NA;;;;;;
15-07-2015;2015;61.74;0.110;7;0;NA;NA;;;;;;
15-07-2015;2015;58.91;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;55.18;0.110;6;0;NA;NA;;;;;;
15-07-2015;2015;56.81;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;53.73;0.080;6;0;NA;NA;;;;;;
15-07-2015;2015;51.83;0.100;6;0;NA;NA;;;;;;
15-07-2015;2015;62.57;0.120;7;0;NA;NA;;;;;;
15-07-2015;2015;51.41;0.080;6;0;NA;NA;;;;;;
15-07-2015;2015;58.17;0.110;7;0;NA;NA;;;;;;
15-07-2015;2015;56.30;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;56.86;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;58.80;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;53.85;0.110;6;0;NA;NA;;;;;;
15-07-2015;2015;64.74;0.160;7;0;NA;NA;;;;;;
15-07-2015;2015;55.36;0.150;7;0;NA;NA;;;;;;
15-07-2015;2015;51.35;0.090;7;0;NA;NA;;;;;;
15-07-2015;2015;57.96;0.140;4;0;NA;NA;;;;;;
15-07-2015;2015;60.40;0.120;7;0;NA;NA;;;;;;
15-07-2015;2015;58.26;0.110;6;0;NA;NA;;;;;;
15-07-2015;2015;55.29;0.150;7;0;NA;NA;;;;;;
15-07-2015;2015;60.56;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;59.33;0.150;6;0;NA;NA;;;;;;
15-07-2015;2015;59.07;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;57.36;0.080;6;0;NA;NA;;;;;;
15-07-2015;2015;56.55;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;56.90;0.090;7;0;NA;NA;;;;;;
15-07-2015;2015;56.67;0.140;7;0;NA;NA;;;;;;
15-07-2015;2015;54.59;0.120;7;0;NA;NA;;;;;;
15-07-2015;2015;58.18;0.110;6;0;NA;NA;;;;;;
15-07-2015;2015;54.01;0.110;7;0;NA;NA;;;;;;
15-07-2015;2015;54.79;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;54.32;0.100;6;0;NA;NA;;;;;;
15-07-2015;2015;61.40;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;54.64;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;59.43;0.100;6;0;NA;NA;;;;;;
15-07-2015;2015;59.86;0.140;6;0;NA;NA;;;;;;
15-07-2015;2015;58.17;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;60.85;0.180;6;0;NA;NA;;;;;;
15-07-2015;2015;58.13;0.160;6;0;NA;NA;;;;;;
15-07-2015;2015;63.47;0.220;6;0;NA;NA;;;;;;
15-07-2015;2015;55.03;0.090;6;0;NA;NA;;;;;;
15-07-2015;2015;56.59;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;60.98;0.130;6;0;NA;NA;;;;;;
15-07-2015;2015;60.57;0.120;7;0;NA;NA;;;;;;
15-07-2015;2015;61.10;0.140;6;0;NA;NA;;;;;;
15-07-2015;2015;59.86;0.130;6;0;NA;NA;;;;;;
15-07-2015;2015;53.14;0.090;6;0;NA;NA;;;;;;
15-07-2015;2015;55.73;0.130;7;0;NA;NA;;;;;;
15-07-2015;2015;64.26;0.120;6;0;NA;NA;;;;;;
15-07-2015;2015;56.91;0.100;6;0;NA;NA;;;;;;
15-07-2015;2015;58.65;0.130;6;0;NA;NA;;;;;;
15-07-2015;2015;54.83;0.100;5;0;NA;NA;;;;;;
15-07-2015;2015;54.39;0.080;6;0;NA;NA;;;;;;
15-07-2015;2015;56.04;0.130;6;0;NA;NA;;;;;;
15-07-2015;2015;56.67;0.100;6;0;NA;NA;;;;;;
15-07-2015;2015;59.62;0.130;6;0;NA;NA;;;;;;
15-07-2015;2015;57.76;0.100;7;0;NA;NA;;;;;;
15-07-2015;2015;56.41;0.090;6;0;NA;NA;;;;;;
15-07-2015;2015;59.24;0.100;6;0;NA;NA;;;;;;
15-07-2015;2015;55.00;0.120;6;0;NA;NA;;;;;;
07-04-2016;2016;60.78;0.155;1;0;2377902;2723019;;;;;;
07-04-2016;2016;56.59;0.130;1;0;NA;NA;;;;;;
07-04-2016;2016;50.74;0.090;1;0;NA;NA;;;;;;
07-04-2016;2016;57.12;0.135;1;0;NA;NA;;;;;;
07-04-2016;2016;60.21;0.170;1;0;NA;NA;;;;;;
07-04-2016;2016;65.78;0.245;1;0;NA;NA;;;;;;
07-04-2016;2016;66.75;0.235;1;0;NA;NA;;;;;;
07-04-2016;2016;57.18;0.130;1;0;NA;NA;;;;;;
07-04-2016;2016;57.53;0.135;1;0;NA;NA;;;;;;
07-04-2016;2016;63.89;0.170;1;0;NA;NA;;;;;;
07-04-2016;2016;61.35;0.160;1;0;NA;NA;;;;;;
07-04-2016;2016;64.33;0.195;1;0;NA;NA;;;;;;
07-04-2016;2016;62.91;0.220;1;0;NA;NA;;;;;;
07-04-2016;2016;58.93;0.105;1;0;NA;NA;;;;;;
07-04-2016;2016;65.39;0.210;1;0;NA;NA;;;;;;
07-04-2016;2016;61.96;0.160;1;0;NA;NA;;;;;;
07-04-2016;2016;59.89;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;62.50;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;65.58;0.230;1;0;NA;NA;;;;;;
07-04-2016;2016;53.17;0.085;1;0;NA;NA;;;;;;
07-04-2016;2016;58.07;0.125;1;0;NA;NA;;;;;;
07-04-2016;2016;56.03;0.115;1;0;NA;NA;;;;;;
07-04-2016;2016;51.50;0.055;1;0;NA;NA;;;;;;
07-04-2016;2016;54.00;0.090;1;0;NA;NA;;;;;;
07-04-2016;2016;64.58;0.210;1;0;NA;NA;;;;;;
07-04-2016;2016;60.28;0.180;1;0;NA;NA;;;;;;
07-04-2016;2016;53.60;0.100;1;0;NA;NA;;;;;;
07-04-2016;2016;53.49;0.100;1;0;NA;NA;;;;;;
07-04-2016;2016;57.86;0.145;1;0;NA;NA;;;;;;
07-04-2016;2016;56.75;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;61.70;0.210;1;0;NA;NA;;;;;;
07-04-2016;2016;57.21;0.160;1;0;NA;NA;;;;;;
07-04-2016;2016;65.82;0.240;1;0;NA;NA;;;;;;
07-04-2016;2016;70.53;0.305;1;0;NA;NA;;;;;;
07-04-2016;2016;60.30;0.165;1;0;NA;NA;;;;;;
07-04-2016;2016;56.57;0.145;1;0;NA;NA;;;;;;
07-04-2016;2016;61.50;0.180;1;0;NA;NA;;;;;;
07-04-2016;2016;61.92;0.175;1;0;NA;NA;;;;;;
07-04-2016;2016;67.36;0.255;1;0;NA;NA;;;;;;
07-04-2016;2016;65.86;0.190;1;0;NA;NA;;;;;;
07-04-2016;2016;70.77;0.230;1;0;NA;NA;;;;;;
07-04-2016;2016;64.60;0.280;1;0;NA;NA;;;;;;
07-04-2016;2016;65.32;0.235;1;0;NA;NA;;;;;;
07-04-2016;2016;60.88;0.225;1;0;NA;NA;;;;;;
07-04-2016;2016;64.03;0.200;1;0;NA;NA;;;;;;
07-04-2016;2016;61.12;0.220;1;0;NA;NA;;;;;;
07-04-2016;2016;66.94;0.180;1;0;NA;NA;;;;;;
07-04-2016;2016;64.59;0.255;1;0;NA;NA;;;;;;
07-04-2016;2016;64.81;0.215;1;0;NA;NA;;;;;;
07-04-2016;2016;64.88;0.225;1;0;NA;NA;;;;;;
07-04-2016;2016;57.06;0.130;1;0;NA;NA;;;;;;
07-04-2016;2016;60.48;0.190;1;0;NA;NA;;;;;;
07-04-2016;2016;60.91;0.170;1;0;NA;NA;;;;;;
07-04-2016;2016;57.88;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;60.37;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;57.15;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;57.88;0.160;1;0;NA;NA;;;;;;
07-04-2016;2016;62.15;0.210;1;0;NA;NA;;;;;;
07-04-2016;2016;64.48;0.250;1;0;NA;NA;;;;;;
07-04-2016;2016;65.05;0.230;1;0;NA;NA;;;;;;
07-04-2016;2016;61.08;0.200;1;0;NA;NA;;;;;;
07-04-2016;2016;65.26;0.240;1;0;NA;NA;;;;;;
07-04-2016;2016;66.31;0.250;1;0;NA;NA;;;;;;
07-04-2016;2016;61.72;0.205;1;0;NA;NA;;;;;;
07-04-2016;2016;67.36;0.230;1;0;NA;NA;;;;;;
07-04-2016;2016;59.12;0.145;1;0;NA;NA;;;;;;
07-04-2016;2016;62.13;0.180;1;0;NA;NA;;;;;;
07-04-2016;2016;55.80;0.130;1;0;NA;NA;;;;;;
07-04-2016;2016;60.80;0.165;1;0;NA;NA;;;;;;
07-04-2016;2016;64.72;0.240;1;0;NA;NA;;;;;;
07-04-2016;2016;69.43;0.275;1;0;NA;NA;;;;;;
07-04-2016;2016;62.04;0.200;1;0;NA;NA;;;;;;
07-04-2016;2016;59.47;0.190;1;0;NA;NA;;;;;;
07-04-2016;2016;61.48;0.200;1;0;NA;NA;;;;;;
07-04-2016;2016;63.41;0.220;1;0;NA;NA;;;;;;
07-04-2016;2016;67.88;0.210;1;0;NA;NA;;;;;;
07-04-2016;2016;58.69;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;70.94;0.340;1;0;NA;NA;;;;;;
07-04-2016;2016;58.00;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;55.01;0.145;1;0;NA;NA;;;;;;
07-04-2016;2016;63.17;0.220;1;0;NA;NA;;;;;;
07-04-2016;2016;63.41;0.210;1;0;NA;NA;;;;;;
07-04-2016;2016;68.14;0.245;1;0;NA;NA;;;;;;
07-04-2016;2016;63.71;0.205;1;0;NA;NA;;;;;;
07-04-2016;2016;61.45;0.175;1;0;NA;NA;;;;;;
07-04-2016;2016;72.73;0.365;1;0;NA;NA;;;;;;
07-04-2016;2016;60.17;0.200;1;0;NA;NA;;;;;;
07-04-2016;2016;59.23;0.180;1;0;NA;NA;;;;;;
07-04-2016;2016;58.35;0.135;1;0;NA;NA;;;;;;
07-04-2016;2016;62.11;0.190;1;0;NA;NA;;;;;;
07-04-2016;2016;60.77;0.200;1;0;NA;NA;;;;;;
07-04-2016;2016;65.52;0.260;1;0;NA;NA;;;;;;
07-04-2016;2016;54.36;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;57.96;0.160;1;0;NA;NA;;;;;;
07-04-2016;2016;61.10;0.205;1;0;NA;NA;;;;;;
07-04-2016;2016;58.53;0.185;1;0;NA;NA;;;;;;
07-04-2016;2016;57.43;0.170;1;0;NA;NA;;;;;;
07-04-2016;2016;58.21;0.150;1;0;NA;NA;;;;;;
07-04-2016;2016;60.64;0.175;1;0;NA;NA;;;;;;
07-04-2016;2016;57.78;0.130;1;0;NA;NA;;;;;;
08-04-2016;2016;52.46;0.095;1;0;NA;NA;;;;;;
08-04-2016;2016;59.19;0.175;1;0;NA;NA;;;;;;
08-04-2016;2016;61.06;0.170;1;0;NA;NA;;;;;;
08-04-2016;2016;57.96;0.125;1;0;NA;NA;;;;;;
08-04-2016;2016;63.67;0.230;1;0;NA;NA;;;;;;
08-04-2016;2016;59.15;0.165;1;0;NA;NA;;;;;;
08-04-2016;2016;60.37;0.165;1;0;NA;NA;;;;;;
08-04-2016;2016;66.26;0.240;1;0;NA;NA;;;;;;
08-04-2016;2016;66.79;0.280;1;0;NA;NA;;;;;;
08-04-2016;2016;66.37;0.270;1;0;NA;NA;;;;;;
08-04-2016;2016;57.06;0.135;1;0;NA;NA;;;;;;
08-04-2016;2016;67.33;0.270;1;0;NA;NA;;;;;;
08-04-2016;2016;65.48;0.250;1;0;NA;NA;;;;;;
08-04-2016;2016;63.10;0.220;1;0;NA;NA;;;;;;
08-04-2016;2016;60.07;0.170;1;0;NA;NA;;;;;;
08-04-2016;2016;58.67;0.140;1;0;NA;NA;;;;;;
08-04-2016;2016;59.07;0.140;1;0;NA;NA;;;;;;
08-04-2016;2016;57.02;0.165;1;0;NA;NA;;;;;;
08-04-2016;2016;59.38;0.185;1;0;NA;NA;;;;;;
08-04-2016;2016;59.23;0.185;1;0;NA;NA;;;;;;
08-04-2016;2016;55.06;0.140;1;0;NA;NA;;;;;;
08-04-2016;2016;57.41;0.150;1;0;NA;NA;;;;;;
08-04-2016;2016;54.30;0.115;1;0;NA;NA;;;;;;
08-04-2016;2016;59.66;0.205;1;0;NA;NA;;;;;;
08-04-2016;2016;67.88;0.300;1;0;NA;NA;;;;;;
08-04-2016;2016;55.73;0.135;1;0;NA;NA;;;;;;
08-04-2016;2016;64.91;0.215;1;0;NA;NA;;;;;;
08-04-2016;2016;55.04;0.140;1;0;NA;NA;;;;;;
08-04-2016;2016;61.60;0.200;1;0;NA;NA;;;;;;
08-04-2016;2016;57.61;0.150;1;0;NA;NA;;;;;;
08-04-2016;2016;53.50;0.120;1;0;NA;NA;;;;;;
08-04-2016;2016;58.04;0.135;1;0;NA;NA;;;;;;
08-04-2016;2016;63.37;0.255;1;0;NA;NA;;;;;;
08-04-2016;2016;61.00;0.180;1;0;NA;NA;;;;;;
08-04-2016;2016;60.49;0.185;1;0;NA;NA;;;;;;
08-04-2016;2016;65.68;0.225;1;0;NA;NA;;;;;;
08-04-2016;2016;54.59;0.125;1;0;NA;NA;;;;;;
08-04-2016;2016;59.31;0.175;1;0;NA;NA;;;;;;
08-04-2016;2016;69.83;0.300;1;0;NA;NA;;;;;;
08-04-2016;2016;60.99;0.200;1;0;NA;NA;;;;;;
08-04-2016;2016;59.34;0.190;1;0;NA;NA;;;;;;
08-04-2016;2016;56.31;0.135;1;0;NA;NA;;;;;;
08-04-2016;2016;69.20;0.275;1;0;NA;NA;;;;;;
08-04-2016;2016;60.56;0.180;1;0;NA;NA;;;;;;
08-04-2016;2016;58.16;0.135;1;0;NA;NA;;;;;;
08-04-2016;2016;63.48;0.235;1;0;NA;NA;;;;;;
08-04-2016;2016;67.02;0.285;1;0;NA;NA;;;;;;
08-04-2016;2016;57.82;0.155;1;0;NA;NA;;;;;;
08-04-2016;2016;60.48;0.185;1;0;NA;NA;;;;;;
08-04-2016;2016;62.78;0.200;1;0;NA;NA;;;;;;
08-04-2016;2016;65.31;0.220;1;0;NA;NA;;;;;;
08-04-2016;2016;58.77;0.170;1;0;NA;NA;;;;;;
08-04-2016;2016;65.57;0.285;1;0;NA;NA;;;;;;
08-04-2016;2016;61.05;0.190;1;0;NA;NA;;;;;;
08-04-2016;2016;56.94;0.175;1;0;NA;NA;;;;;;
08-04-2016;2016;57.04;0.175;1;0;NA;NA;;;;;;
08-04-2016;2016;59.72;0.190;1;0;NA;NA;;;;;;
08-04-2016;2016;66.26;0.240;1;0;NA;NA;;;;;;
08-04-2016;2016;61.75;0.180;1;0;NA;NA;;;;;;
08-04-2016;2016;61.45;0.180;1;0;NA;NA;;;;;;
08-04-2016;2016;68.62;0.250;1;0;NA;NA;;;;;;
08-04-2016;2016;57.64;0.170;1;0;NA;NA;;;;;;
08-04-2016;2016;61.22;0.175;1;0;NA;NA;;;;;;
08-04-2016;2016;62.27;0.200;1;0;NA;NA;;;;;;
08-04-2016;2016;64.52;0.280;1;0;NA;NA;;;;;;
08-04-2016;2016;59.73;0.190;1;0;NA;NA;;;;;;
08-04-2016;2016;55.43;0.130;1;0;NA;NA;;;;;;
08-04-2016;2016;63.60;0.220;1;0;NA;NA;;;;;;
08-04-2016;2016;59.81;0.185;1;0;NA;NA;;;;;;
08-04-2016;2016;59.73;0.165;1;0;NA;NA;;;;;;
08-04-2016;2016;59.25;0.150;1;0;NA;NA;;;;;;
08-04-2016;2016;60.34;0.155;1;0;NA;NA;;;;;;
08-04-2016;2016;59.28;0.220;1;0;NA;NA;;;;;;
08-04-2016;2016;69.34;0.305;1;0;NA;NA;;;;;;
08-04-2016;2016;62.80;0.230;1;0;NA;NA;;;;;;
08-04-2016;2016;66.19;0.230;1;0;NA;NA;;;;;;
08-04-2016;2016;58.18;0.195;1;0;NA;NA;;;;;;
08-04-2016;2016;63.19;0.205;1;0;NA;NA;;;;;;
08-04-2016;2016;59.66;0.190;1;0;NA;NA;;;;;;
08-04-2016;2016;63.92;0.200;1;0;NA;NA;;;;;;
08-04-2016;2016;55.92;0.135;1;0;NA;NA;;;;;;
08-04-2016;2016;61.64;0.200;1;0;NA;NA;;;;;;
08-04-2016;2016;55.08;0.135;1;0;NA;NA;;;;;;
08-04-2016;2016;59.46;0.160;1;0;NA;NA;;;;;;
08-04-2016;2016;61.80;0.180;1;0;NA;NA;;;;;;
08-04-2016;2016;66.49;0.270;1;0;NA;NA;;;;;;
08-04-2016;2016;63.21;0.185;1;0;NA;NA;;;;;;
08-04-2016;2016;64.84;0.230;1;0;NA;NA;;;;;;
08-04-2016;2016;66.71;0.240;1;0;NA;NA;;;;;;
08-04-2016;2016;62.59;0.230;1;0;NA;NA;;;;;;
08-04-2016;2016;65.48;0.255;1;0;NA;NA;;;;;;
08-04-2016;2016;59.71;0.205;1;0;NA;NA;;;;;;
08-04-2016;2016;65.33;0.295;1;0;NA;NA;;;;;;
08-04-2016;2016;65.32;0.245;1;0;NA;NA;;;;;;
08-04-2016;2016;62.48;0.205;1;0;NA;NA;;;;;;
08-04-2016;2016;65.24;0.255;1;0;NA;NA;;;;;;
08-04-2016;2016;66.02;0.245;1;0;NA;NA;;;;;;
08-04-2016;2016;64.97;0.215;1;0;NA;NA;;;;;;
08-04-2016;2016;60.28;0.165;1;0;NA;NA;;;;;;
08-04-2016;2016;59.64;0.175;1;0;NA;NA;;;;;;
11-04-2016;2016;57.29;0.140;1;0;NA;NA;;;;;;
11-04-2016;2016;53.52;0.095;1;0;NA;NA;;;;;;
11-04-2016;2016;57.13;0.150;1;0;NA;NA;;;;;;
11-04-2016;2016;59.32;0.155;1;0;NA;NA;;;;;;
11-04-2016;2016;63.57;0.200;1;0;NA;NA;;;;;;
11-04-2016;2016;65.28;0.210;1;0;NA;NA;;;;;;
11-04-2016;2016;58.74;0.150;1;0;NA;NA;;;;;;
11-04-2016;2016;57.80;0.165;1;0;NA;NA;;;;;;
11-04-2016;2016;63.91;0.220;1;0;NA;NA;;;;;;
11-04-2016;2016;60.94;0.195;1;0;NA;NA;;;;;;
11-04-2016;2016;61.95;0.190;1;0;NA;NA;;;;;;
11-04-2016;2016;66.12;0.245;1;0;NA;NA;;;;;;
11-04-2016;2016;64.09;0.240;1;0;NA;NA;;;;;;
11-04-2016;2016;62.93;0.190;1;0;NA;NA;;;;;;
11-04-2016;2016;57.22;0.150;1;0;NA;NA;;;;;;
11-04-2016;2016;64.04;0.235;1;0;NA;NA;;;;;;
11-04-2016;2016;62.38;0.185;1;0;NA;NA;;;;;;
11-04-2016;2016;58.08;0.165;1;0;NA;NA;;;;;;
11-04-2016;2016;59.35;0.160;1;0;NA;NA;;;;;;
